an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha,z_tractoare_1000ha,z_pluguri_1000ha,z_semanatori_1000ha,z_combine_1000ha,indice_mecanizare_vechi,indice_mecanizare_nou,temperatura_medie_anuala_C,schimbare_temp_anuala_C,precipitatii_anuale_mm,schimbare_precipitatii_anuala_mm,schimbare_precipitatii_anuala_pct
2019,Ialomita,88,110,198,165,53,65,118,86,161303,141420,255871,55.27003842,0.773827436,0.461169886,1.022919599,0.533158094,1.234997323,104948,18053,112242,49393,22687,7475,314798,33.33820418,5.734788658,35.65524559,15.69037923,7.206843754,2.374538593,557566,91203,835269,134738,51606,22318,5.312783474,5.051958123,7.441679585,2.72787642,2.274694759,2.985685619,89600,33100,36.94196429,3967,2553,1736,51,726,12.6017319,8.109962579,5.514647488,0.162008653,2.306240827,-0.682339918,-0.795828032,-1.035614201,-0.838989173,-0.838192831,-0.970324146,13.35538025,0.8525177,474.9335733,-113.9565608,-19.35107318
2020,Ialomita,63,97,160,137,25,34,59,42,159121,140112,253982,55.16611413,0.629965903,0.232299927,0.860980009,0.263950076,0.86226583,102076,15892,127266,43921,21193,6949,317297,32.17049011,5.008556652,40.10942429,13.84223614,6.67923113,2.190061677,166009,25708,302497,59927,42181,14078,1.626327442,1.617669268,2.376887778,1.364427039,1.990326995,2.025903008,88600,31900,36.00451467,4010,2417,1686,67,769,12.63800162,7.617468807,5.313633599,0.211158631,2.423596819,-0.68189478,-0.805570128,-1.054456457,-0.811715493,-0.838409214,-0.953937864,13.78445892,0.429078674,484.5277704,9.594197183,2.02011349
2021,Ialomita,119,115,234,208,39,47,86,73,156952,140276,251703,55.73076205,0.929667108,0.341672527,1.325245935,0.465110352,1.271339634,110092,18739,114255,58572,33780,5568,341006,32.28447593,5.495211228,33.50527557,17.17623737,9.905984059,1.632815845,548544,105863,959009,154710,130420,16492,4.982596374,5.649340947,8.393584526,2.641364474,3.860864417,2.961925287,73900,17500,23.68064953,4142,2474,1698,67,778,12.14641385,7.255004311,4.979384527,0.196477481,2.281484783,-0.687928026,-0.812740095,-1.085787658,-0.844742508,-0.857799572,-0.988347579,12.21234512,-1.5721138,693.3659535,208.8381831,43.10138569
2022,Ialomita,154,233,387,315,56,91,147,114,155516,140565,250252,56.16938126,1.546441187,0.587407893,2.02551506,0.733043545,2.13384908,100375,16456,117527,58946,40046,8089,341439,29.39763765,4.819601744,34.42108254,17.26399152,11.72859574,2.369090819,460478,76861,538779,145958,105937,21019,4.587576588,4.670697618,4.584299778,2.476130696,2.64538281,2.598467054,75500,17800,23.57615894,4345,2488,1702,67,763,12.72555273,7.286806721,4.984784984,0.196228316,2.234659778,-0.680820267,-0.812111006,-1.085281441,-0.855624698,-0.858459353,-0.982366509,13.34660797,1.134262848,285.1792133,-408.1867402,-58.87031778
2012,Iasi,301,377,678,489,3893,2636,6529,5928,523792,417572,774124,53.94122905,0.875828679,8.434049325,0.933576687,11.31746953,9.309878004,31746,3201,100771,27234,1865,5423,170240,18.64779135,1.880286654,59.19349154,15.99741541,1.095512218,3.18550282,70965,6623,137765,29362,2747,4578,2.235399735,2.069040925,1.367109585,1.078137622,1.472922252,0.844182187,287100,96000,33.43782654,3332,2545,1603,230,387,19.57236842,14.94948308,9.416118421,1.351033835,2.273261278,-0.596789455,-0.66053441,-0.669905566,-0.846653661,-0.693470773,-0.843105762,10.4815979,0.623858134,551.2248422,119.200289,27.59109131
2013,Iasi,285,324,609,467,5012,3426,8438,7755,528344,420049,778383,53.96430806,0.782391188,10.84042175,0.883893827,14.6779371,11.62281293,32053,3461,93946,27055,4899,2476,163890,19.55763012,2.111782293,57.32259442,16.50802367,2.989200073,1.510769419,98154,8971,403905,54389,9473,5253,3.062240664,2.592025426,4.299331531,2.010312327,1.933659931,2.121567044,285800,91400,31.98040588,4035,3148,1683,230,422,24.62017207,19.20800537,10.26908292,1.403380316,2.574897797,-0.534837876,-0.576295916,-0.589952008,-0.776552956,-0.619409689,-0.747401569,10.39311727,-0.088480632,663.8051913,112.5803491,20.42367116
2014,Iasi,222,320,542,451,7641,5883,13524,12747,531446,423995,784596,54.03991354,0.690801381,17.23689644,0.848628083,23.9855037,17.92769782,38531,4431,98445,26259,10282,4098,182046,21.16552959,2.434000198,54.07699153,14.42437626,5.648023027,2.251079398,122360,11976,470541,51091,25885,10160,3.175624822,2.702775897,4.779734877,1.945656727,2.517506322,2.479258175,280300,87500,31.21655369,4168,3168,1683,230,439,22.89531217,17.40219505,9.24491612,1.263416939,2.411478418,-0.556007042,-0.612016932,-0.6859534,-0.814531825,-0.6671273,-0.800797148,10.20750427,-0.185612996,749.3165118,85.5113205,12.88199032
2015,Iasi,367,462,829,672,4809,3164,7973,7448,531025,425938,788225,54.03761616,1.051730153,10.1151321,1.265477143,14.025705,11.16686225,37787,3804,96869,26633,6064,8395,179552,21.04515683,2.118606309,53.95038763,14.83302887,3.3772946,4.675525753,113838,9270,279856,44005,15252,13774,3.012623389,2.436908517,2.889015062,1.652273495,2.515171504,1.640738535,277400,76200,27.46935833,3957,3340,1880,230,492,22.03818392,18.6018535,10.47050437,1.28096596,2.74015327,-0.566526558,-0.588286301,-0.571071548,-0.738147377,-0.616007946,-0.71930844,11.32427216,1.116767883,491.4450107,-257.8715011,-34.41422911
2016,Iasi,565,724,1289,1059,3193,2271,5464,5043,528962,425592,789399,53.91342021,1.632887805,6.921721462,2.002034173,9.533766131,8.554609266,38566,3912,100483,25755,5920,5035,179671,21.46478842,2.177312978,55.92610939,14.33453368,3.294911254,2.802344285,139265,12352,365201,40398,11073,7144,3.6110823,3.157464213,3.63445558,1.568549796,1.870439189,1.418867925,276100,65200,23.61463238,3984,3351,1898,233,495,22.17386223,18.6507561,10.56375264,1.296814734,2.755035593,-0.564861381,-0.587318951,-0.56233082,-0.734688706,-0.612299965,-0.716262061,10.94669342,-0.377578735,747.0411757,255.596165,52.00910773
2017,Iasi,702,789,1491,1143,4296,3666,7962,6899,527029,425282,790952,53.76837027,1.885070143,10.06635042,2.168761112,13.09036125,11.95142057,34060,4310,91165,26180,10137,6255,172107,19.79001435,2.504256073,52.96995474,15.21146728,5.88994056,3.634366993,149796,16065,486253,67889,22449,11629,4.398003523,3.72737819,5.333768442,2.59316272,2.214560521,1.859152678,282700,65600,23.20481075,3998,3365,1915,234,500,23.22973499,19.55179046,11.12679903,1.359619307,2.905169459,-0.551902679,-0.56949545,-0.509553052,-0.699797408,-0.582687147,-0.659106776,10.56526184,-0.38143158,576.8536987,-170.187477,-22.78153903
2018,Iasi,805,1071,1876,1489,4693,3488,8181,7099,525743,424826,793324,53.5501258,2.364733703,10.3123062,2.832182264,13.50279509,12.6770399,34290,3426,90848,25546,11921,4071,170102,20.15849314,2.014085666,53.40795523,15.01804799,7.008148052,2.39326992,142498,13534,590948,60086,23963,10917,4.155672208,3.950379451,6.504799225,2.352070774,2.010150155,2.6816507,287300,66500,23.14653672,4007,3376,1927,235,505,23.55645436,19.84691538,11.32849702,1.381524027,2.968806951,-0.547892859,-0.563657538,-0.490646671,-0.685007975,-0.571801261,-0.647272173,10.5601209,-0.00514094,574.3454327,-2.50826598,-0.434818393
2019,Iasi,862,1063,1925,1480,5785,4539,10324,8601,523143,422994,794935,53.21114305,2.421581639,12.98722537,2.829054389,16.44101135,15.40880701,36018,4787,97584,35196,6082,4830,184497,19.52226865,2.594622135,52.89191694,19.07673296,3.296530567,2.617928747,146955,16881,535020,106362,10606,8850,4.080043312,3.526425736,5.482661092,3.021991135,1.743834265,1.832298137,289300,65700,22.70998963,4016,3386,1937,236,508,21.76729161,18.35260194,10.4988157,1.279153591,2.753432305,-0.569851213,-0.593216785,-0.568417755,-0.735061312,-0.616636766,-0.701603311,11.37377548,0.813654582,548.1356421,-26.20979065,-4.563419356
2020,Iasi,840,991,1831,1451,3080,2603,5683,4607,519872,422938,796159,53.12230346,2.299791876,7.138021425,2.791071648,8.86179675,9.437813301,39990,4391,97726,35905,6344,5833,190189,21.02645263,2.308756027,51.38362366,18.87858919,3.335629295,3.066949193,121669,11725,225986,65521,10703,8711,3.042485621,2.670234571,2.312444999,1.824843337,1.687105927,1.493399623,288700,63100,21.85659855,4394,3561,2026,275,550,23.10333405,18.72348033,10.6525614,1.445930101,2.891860202,-0.553453995,-0.585880382,-0.554006234,-0.702890496,-0.599057776,-0.615795734,11.70813497,0.334359487,559.7982812,11.66263911,2.127692166
2021,Iasi,1461,1566,3027,2287,5049,4541,9590,7626,500814,425380,781532,54.42899331,3.873161943,12.27077074,4.566565631,15.2272101,16.14393269,48361,5733,106779,44834,9176,4984,219867,21.99557005,2.607485434,48.565269,20.39141845,4.17343212,2.266824944,225452,21828,633817,101669,21855,11050,4.661855627,3.807430665,5.935783253,2.267676317,2.381756757,2.217094703,260100,31100,11.95693964,4292,2632,1844,126,565,19.52089218,11.9708733,8.386888437,0.573073722,2.56973534,-0.597421222,-0.719454755,-0.766381561,-0.777752717,-0.715252564,-0.816846171,9.897263845,-1.810871124,621.3858865,61.58760529,11.00174962
2022,Iasi,2473,2480,4953,3778,5323,4711,10034,8168,485369,428916,769973,55.70532993,6.432693094,13.03162578,7.783768638,16.82843362,19.46431888,42019,4298,107075,47034,10065,4551,215042,19.53990383,1.998679328,49.79259866,21.8720064,4.680481022,2.116330763,107631,11684,172735,60539,18955,6200,2.561484091,2.718473709,1.613215036,1.287132713,1.883258818,1.362337948,267400,31400,11.74270755,4435,2717,1865,126,616,20.62387813,12.63474112,8.672724398,0.58593205,2.864556691,-0.5838843,-0.706322682,-0.739588416,-0.709235866,-0.684757816,-0.739783395,11.03528468,1.138020833,400.5041055,-220.881781,-35.54663628
2012,Ilfov,21,36,57,43,303,220,523,496,280953,227280,399617,56.87445729,0.142636575,1.308753131,0.15305051,1.765419839,1.451389706,18290,6015,7288,8495,2388,0,42476,43.05961013,14.16093794,17.15792447,19.99952915,5.621998305,0,52046,15364,12538,11502,3221,0,2.845598688,2.554280964,1.720362239,1.353972925,1.348827471,,168400,35500,21.0807601,1243,1196,746,25,197,29.26358414,28.15707694,17.56285903,0.588567662,4.637913174,-0.477849386,-0.399272936,0.093738055,-0.297105596,-0.270122466,-0.120590179,12.16868993,0.795161197,705.8983071,197.2503168,38.77933671
2013,Ilfov,36,69,105,82,326,254,580,543,290845,233634,412405,56.65159249,0.254604091,1.406384501,0.281937114,1.866973818,1.660988591,19358,7005,10387,8543,4749,6,50048,38.67886829,13.9965633,20.75407609,17.06961317,9.488890665,0.011988491,80805,26058,48989,16560,11461,8,4.174243207,3.719914347,4.71637624,1.938429123,2.413350179,1.333333333,165900,33600,20.25316456,1400,1154,725,12,218,27.97314578,23.05786445,14.48609335,0.239769821,4.355818414,-0.493686906,-0.500141254,-0.194665934,-0.362664772,-0.387789716,-0.28890006,12.4554877,0.286797774,667.8275432,-38.07076389,-5.393236322
2014,Ilfov,56,77,133,100,246,239,485,445,299059,239048,424388,56.32770012,0.313392462,1.142822134,0.334382179,1.488000696,1.456214596,18343,5952,9799,10248,7634,187,52163,35.16477196,11.41038667,18.78534593,19.64610931,14.63489447,0.358491651,74025,20549,52443,19138,19144,444,4.035599411,3.452452957,5.35187264,1.867486339,2.507728583,2.374331551,170700,32500,19.03925015,1445,1156,726,12,220,27.70162759,22.16130207,13.91791116,0.230048118,4.217548837,-0.497019243,-0.517876294,-0.247925111,-0.394798795,-0.414404861,-0.27439584,11.93338816,-0.522099545,929.5860561,261.7585129,39.19552519
2015,Ilfov,77,97,174,145,172,149,321,296,307692,244672,437626,55.9089268,0.397599777,0.733503037,0.471250471,0.962000962,1.131102814,18521,4668,11080,11569,7388,213,53439,34.65820842,8.735193398,20.73392092,21.64898295,13.825109,0.398585303,78412,16655,47324,21093,16167,297,4.233680687,3.567909169,4.271119134,1.823234506,2.188278289,1.394366197,175100,28500,16.27641348,1448,1165,727,12,231,27.09631543,21.80055765,13.60429649,0.2245551,4.322685679,-0.504448225,-0.525012235,-0.277322124,-0.370364861,-0.419286862,-0.24726303,12.66590319,0.732515034,637.1400662,-292.4459898,-31.45980815
2016,Ilfov,78,136,214,177,246,211,457,407,317506,251600,452460,55.60712549,0.472969986,1.010034036,0.55746978,1.28186554,1.483004022,18374,4555,11233,11347,8022,321,53852,34.11943846,8.458367377,20.85902102,21.07071232,14.89638268,0.59607814,76387,17169,48464,21780,20389,448,4.157341896,3.769264544,4.314430695,1.919450075,2.541635502,1.395638629,185800,24800,13.34768568,1449,1168,730,14,238,26.90707866,21.68907376,13.5556711,0.259971774,4.419520166,-0.506770724,-0.527217516,-0.281880078,-0.347860405,-0.415932181,-0.223258539,12.16837993,-0.497523258,738.6068399,101.4667736,15.92534813
2017,Ilfov,114,162,276,207,299,307,606,533,326729,258346,467049,55.31453873,0.590944419,1.297508398,0.633552577,1.63132137,1.888452818,18220,4058,10538,11519,10181,139,54655,33.33638276,7.424755283,19.2809441,21.07583936,18.62775592,0.254322569,83430,16410,65131,28594,22760,234,4.579034029,4.043863972,6.180584551,2.482333536,2.235536784,1.683453237,191100,24900,13.02982732,1452,1169,732,14,240,26.56664532,21.38871101,13.39310219,0.256152228,4.391181045,-0.510948854,-0.533159038,-0.297118653,-0.354446452,-0.423918249,-0.260852067,11.69161425,-0.476765683,810.3997115,71.79287159,9.720038824
2018,Ilfov,124,181,305,246,243,259,502,415,334174,263681,479467,54.9946086,0.636123028,1.046995935,0.736143446,1.241868009,1.683118963,17978,3776,10754,10806,11890,146,55350,32.48057814,6.822041554,19.42908762,19.52303523,21.48148148,0.263775971,76811,15306,81913,23410,28478,173,4.272499722,4.053495763,7.616979728,2.166389043,2.395121951,1.184931507,200000,25200,12.6,1454,1174,734,14,242,26.26919603,21.21047877,13.26106594,0.252935863,4.372177055,-0.514599443,-0.536684678,-0.309495214,-0.358863003,-0.429910585,-0.26061425,12.30715139,0.615537141,649.0636099,-161.3361015,-19.9082131
2019,Ilfov,137,182,319,260,309,338,647,534,337737,266701,486195,54.85473935,0.656115345,1.330741781,0.769829779,1.58111193,1.986857125,19060,3826,11992,10542,7529,135,53084,35.90535755,7.207444804,22.59061111,19.85909125,14.18318137,0.254313918,87661,15881,75520,27886,15701,239,4.599213012,4.150810246,6.297531688,2.645228609,2.085403108,1.77037037,206700,25000,12.09482342,1437,1171,736,14,238,27.07030367,22.05937759,13.86481802,0.263732952,4.483460176,-0.504767467,-0.519892478,-0.252901854,-0.333000666,-0.402640616,-0.197422203,13.07589882,0.76874743,579.27344,-69.7901699,-10.75243918
2020,Ilfov,127,151,278,215,203,176,379,311,343762,272403,495375,54.98925057,0.561191017,0.765076962,0.625432712,0.904695691,1.326267979,18171,3670,12218,9964,7718,165,51906,35.00751358,7.070473548,23.53870458,19.19623936,14.86918661,0.317882326,60943,10289,45016,20498,17197,557,3.353860547,2.803542234,3.684400065,2.057205941,2.228167919,3.375757576,209500,24000,11.45584726,1428,1168,737,14,239,27.51127037,22.50221554,14.19874388,0.269718337,4.604477324,-0.499355493,-0.511132631,-0.22160095,-0.304876129,-0.384241301,-0.165963448,13.47070794,0.394809121,598.9994899,19.72604993,3.405308886
2021,Ilfov,186,248,434,347,315,322,637,503,361605,288453,524634,54.98175871,0.827243373,1.21417979,0.959610625,1.391020589,2.041423164,23398,3202,15501,11454,10524,104,64183,36.4551361,4.988859978,24.15125501,17.84584703,16.39686521,0.162036676,118042,14927,87554,24119,31975,238,5.044961108,4.661773891,5.648280756,2.105727257,3.038293425,2.288461538,205800,12400,6.02526725,1418,1172,733,14,237,22.09307761,18.26028699,11.42046959,0.218126295,3.692566567,-0.565852849,-0.595042882,-0.482025522,-0.516805333,-0.539931646,-0.411037498,12.01691959,-1.453788356,739.4148882,140.4153982,23.44165573
2022,Ilfov,289,301,590,465,317,378,695,579,380083,304247,555220,54.79755772,1.062641836,1.251756061,1.22341699,1.523351478,2.314397896,19107,2942,11818,11353,10362,18,55600,34.36510791,5.291366906,21.25539568,20.41906475,18.63669065,0.032374101,83904,11829,37877,23661,28479,33,4.391270215,4.020734194,3.205026231,2.084118735,2.748407643,1.833333333,212400,12500,5.885122411,1420,1170,733,14,238,25.53956835,21.04316547,13.18345324,0.251798561,4.28057554,-0.523554147,-0.539994328,-0.316770326,-0.38015131,-0.440117528,-0.163484693,13.13697895,1.120059365,351.5091362,-387.905752,-52.46117682
2012,Maramures,139,171,310,239,50,28,78,73,327183,202474,475696,42.56373819,0.651676701,0.163970267,0.730478051,0.223116727,0.815646968,2901,236,18080,687,0,0,21904,13.24415632,1.07742878,82.54200146,3.13641344,0,0,6935,462,48910,680,0,0,2.390554981,1.957627119,2.705199115,0.989810771,,,202100,75900,37.55566551,5024,3097,660,19,271,229.3644996,141.3897005,30.13148283,0.867421476,12.37216947,1.977984576,1.84059925,1.271871721,1.500345264,1.647700203,0.458487813,7.498170055,0.354077148,973.4216478,117.0630428,13.66986238
2013,Maramures,164,210,374,292,45,41,86,74,325686,201861,473346,42.64554892,0.790119701,0.181685279,0.896569088,0.227212714,0.97180498,2726,543,18721,682,5,0,22677,12.02099043,2.394496627,82.55501169,3.007452485,0.022048772,0,7508,1301,68536,745,5,0,2.754218635,2.395948435,3.660915549,1.092375367,1,,201100,71700,35.65390353,6351,4633,671,23,221,280.0635005,204.3039203,29.58945187,1.014243507,9.745557172,2.600212255,3.085115244,1.221063858,0.889917273,1.949077157,0.806667423,7.725189764,0.227019709,1016.516315,43.0946669,4.427132579
2014,Maramures,123,150,273,227,65,52,117,104,324001,201293,471651,42.67837872,0.578817812,0.248064777,0.700615122,0.320986664,0.826882589,2734,525,18734,728,0,0,22721,12.03292109,2.310637736,82.45235685,3.204084327,0,0,8733,1339,72546,973,0,0,3.194220922,2.55047619,3.872424469,1.336538462,,,199400,69100,34.65396189,6511,4659,708,23,221,286.5630914,205.0525945,31.16060033,1.012279389,9.726684565,2.679981586,3.099924885,1.368337173,0.885531255,2.008443725,0.860634116,8.769466331,1.044276567,1001.483225,-15.03308974,-1.478883273
2015,Maramures,139,191,330,288,75,65,140,128,321227,200548,469623,42.70404133,0.702691308,0.298111464,0.896562244,0.398472109,1.000802772,2975,600,18786,757,0,0,23118,12.86876027,2.595380223,81.26135479,3.274504715,0,0,9781,1417,51217,618,0,0,3.287731092,2.361666667,2.726338763,0.816380449,,,195700,59900,30.60807358,8842,5132,817,52,314,382.4725322,221.9915218,35.34042737,2.249329527,13.58248983,3.857075961,3.434996448,1.760137821,1.781625233,2.708458866,1.475200882,8.299616588,-0.469849743,967.1549373,-34.32828764,-3.427744648
2016,Maramures,204,262,466,403,89,80,169,137,317627,199846,466979,42.79550044,0.997903546,0.361900642,1.268783825,0.431323534,1.359804188,3011,631,19525,852,1,0,24020,12.53538718,2.626977519,81.28642798,3.54704413,0.004163197,0,9858,1849,68861,1266,1,0,3.27399535,2.930269414,3.52681178,1.485915493,1,,190000,51400,27.05263158,8842,5132,865,55,314,368.1099084,213.6552873,36.01165695,2.289758535,13.07243963,3.680803807,3.270096093,1.823056258,1.663088927,2.609261271,1.422827496,7.711151678,-0.58846491,1098.981797,131.8268599,13.63037656
2017,Maramures,197,285,482,410,106,87,193,174,314034,198876,464464,42.81838851,1.037755348,0.415532743,1.305591114,0.554080131,1.453288091,3081,660,16786,850,14,0,21391,14.4032537,3.085409752,78.47225469,3.973633771,0.065448086,0,12275,2114,102779,2442,34,0,3.984096073,3.203030303,6.122900036,2.872941176,2.428571429,,192700,51900,26.93305656,9778,6092,1016,28,325,457.1081296,284.7926698,47.49661072,1.308961713,15.1933056,4.773076942,4.677275751,2.899610932,2.155980838,3.626486115,2.035538088,7.522557484,-0.188594194,1155.820171,56.83837382,5.171912217
2018,Maramures,241,309,550,457,186,144,330,285,310703,197672,462135,42.77364839,1.190128426,0.714077055,1.470858022,0.917274696,1.904205481,3599,700,18810,853,13,0,23975,15.01147028,2.919708029,78.45672576,3.557872784,0.054223149,0,14841,2306,116240,2288,38,1,4.123645457,3.294285714,6.179691653,2.682297773,2.923076923,,194300,52300,26.91713845,10326,6067,1038,55,327,430.6986444,253.0552659,43.29509906,2.294056309,13.63920751,4.448953933,4.049473214,2.505777652,1.794806493,3.199752823,1.93087485,8.409020996,0.886463512,1029.855907,-125.9642642,-10.898258
2019,Maramures,210,238,448,376,177,146,323,273,307593,196498,459937,42.72280769,0.974046445,0.702270094,1.222394528,0.887536452,1.676316539,3103,742,18514,1020,11,0,23390,13.26635314,3.172295853,79.1534844,4.360837965,0.047028645,0,12356,2106,87946,3863,24,0,3.981952949,2.838274933,4.750243059,3.787254902,2.181818182,,196600,51900,26.39877925,10365,6082,1032,55,327,443.1380932,260.025652,44.12141941,2.351432236,13.98033348,4.601623004,4.187355509,2.583233692,1.874084596,3.3115742,1.959643036,8.604613148,0.195592152,962.3849468,-67.47095995,-6.551495167
