an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,temperatura_medie_anuala_C,precipitatii_anuale_mm,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha
2020,Harghita,36,45,81,72,22,25,47,38,194594,173600,300434,57.78307382,0.269609964,0.15644035,0.370001131,0.195278374,0.426050314,11585,5236,2472,0,41,4,19338,59.90795325,27.07622298,12.78312132,0,0.212017789,0.020684662,36453,10896,11893,0,104,9,3.146568839,2.080977846,4.811084142,,2.536585366,2.25,129800,29500,22.72727273,7.521057129,872.6115146,6408,2260,519,11,289,331.3682904,116.8683421,26.83834936,0.568828214,14.94466853
2021,Harghita,69,69,138,127,42,35,77,63,189837,172839,295499,58.49055327,0.467006657,0.260576178,0.66899498,0.331863651,0.727582834,14476,7072,2561,4,0,0,24113,60.03400655,29.32857795,10.62082694,0.016588562,0,0,54764,16701,12567,7,0,0,3.783089251,2.361566742,4.907067552,1.75,,,113900,14700,12.90605795,6.465825762,871.7075497,9135,4669,599,37,395,378.8412889,193.6299921,24.84137187,1.534442002,16.38120516
2022,Harghita,101,99,200,174,49,44,93,64,186193,172813,291816,59.21985086,0.68536338,0.318693972,0.934514187,0.343729356,1.004057351,14278,6652,2271,4,0,0,23205,61.52984271,28.66623573,9.786683904,0.017237664,0,0,51181,15616,10599,10,0,0,3.584605687,2.347564642,4.667107001,2.5,,,117800,14900,12.64855688,7.009835379,681.4825227,11023,4694,746,38,358,475.0269339,202.2839905,32.14824391,1.637578108,15.42770955
2012,Hunedoara,160,179,339,252,52,30,82,67,284917,104700,414722,25.24582733,0.817415039,0.197722812,0.884468108,0.235156203,1.015137851,5537,1819,22174,487,2,252,30271,18.29143405,6.009051568,73.25162697,1.608800502,0.006606984,0.832479931,15180,3792,48253,617,3,214,2.7415568,2.084661902,2.176107153,1.266940452,1.5,0.849206349,180900,43500,24.04643449,8.563667015,925.7147062,4713,3596,1061,37,269,155.6935681,118.7935648,35.0500479,1.222291963,8.886392917
2013,Hunedoara,182,213,395,304,32,29,61,54,281063,103875,410224,25.32153165,0.962888568,0.148699247,1.081608038,0.192127744,1.111587815,6109,1632,20444,605,129,72,28991,21.07205685,5.629333241,70.51843676,2.086854541,0.444965679,0.248352937,20685,3546,85033,1204,320,167,3.385987887,2.172794118,4.159313246,1.990082645,2.480620155,2.319444444,179500,41100,22.89693593,8.542677138,1128.876387,4770,3596,1061,37,358,164.5338208,124.0384947,36.59756476,1.276258149,12.34865993
2014,Hunedoara,135,155,290,251,34,37,71,58,276662,102773,405900,25.3197832,0.71446169,0.174919931,0.907244219,0.20964209,0.889381621,6349,1648,20687,254,414,153,29505,21.51838671,5.585493984,70.11354008,0.860871039,1.403152008,0.518556177,23541,4323,94905,514,610,224,3.707828004,2.623179612,4.58766375,2.023622047,1.473429952,1.464052288,176900,39800,22.49858677,9.148180926,1110.016221,4768,3596,1061,37,268,161.5997289,121.8776479,35.96000678,1.254024742,9.083206236
2015,Hunedoara,158,196,354,312,49,57,106,89,271477,102104,401428,25.43519635,0.881851789,0.264057315,1.14926863,0.327836244,1.145909104,7549,1700,21734,229,224,150,31586,23.89982904,5.382131324,68.808966,0.725004749,0.709174951,0.47489394,26946,4070,71902,328,285,178,3.569479401,2.394117647,3.308272752,1.43231441,1.272321429,1.186666667,175100,34900,19.93146773,9.122602675,958.4868878,4864,3612,1074,37,363,153.9922751,114.3544608,34.00240613,1.171405053,11.49243336
2016,Hunedoara,255,300,555,496,64,58,122,110,265764,101634,396172,25.65400886,1.400906677,0.307947053,1.866317485,0.413901055,1.70885373,8342,698,20399,457,140,180,30216,27.60788986,2.310034419,67.51059042,1.512443738,0.463330686,0.595710882,31272,1755,49133,754,339,345,3.748741309,2.514326648,2.408598461,1.649890591,2.421428571,1.916666667,170500,30200,17.71260997,8.418353611,1260.069888,4882,3612,1074,37,273,161.5700291,119.5393169,35.54408261,1.224516812,9.034948372
2017,Hunedoara,297,335,632,544,72,84,156,125,259975,100383,391004,25.67313889,1.616351751,0.398972901,2.092508895,0.480815463,2.015324651,8084,588,17188,464,235,311,26870,30.08559732,2.188314105,63.96724972,1.726832899,0.874581317,1.157424637,33087,1819,71948,678,516,490,4.092899555,3.093537415,4.185943682,1.461206897,2.195744681,1.575562701,168600,30400,18.03084223,8.418757686,905.4878926,4882,3612,1074,37,273,181.6896167,134.4250093,39.97022702,1.377000372,10.16002977
2018,Hunedoara,298,335,633,521,51,76,127,110,254446,98547,386298,25.51061616,1.638631316,0.328761733,2.047585735,0.432311768,1.967393049,7923,592,17742,336,290,287,27170,29.16083916,2.178873758,65.29996319,1.236658079,1.067353699,1.056312109,33059,1858,120819,896,714,631,4.172535656,3.138513514,6.809773419,2.666666667,2.462068966,2.198606272,166400,30900,18.56971154,9.184618915,1077.949511,4882,3612,1074,37,273,179.6834744,132.9407435,39.52889216,1.361796099,10.04784689
2019,Hunedoara,266,305,571,497,88,75,163,142,249505,97536,382254,25.51601815,1.493771157,0.426418036,1.991944049,0.569126871,1.920189194,7539,584,17245,484,183,283,26318,28.64579375,2.219013603,65.52549586,1.83904552,0.695341591,1.075309674,31307,2094,104156,1104,586,587,4.152672768,3.585616438,6.039779646,2.280991736,3.202185792,2.074204947,166400,30700,18.44951923,9.433462072,927.5625621,6317,4664,1074,37,273,240.0258378,177.2171138,40.80857208,1.405881906,10.37312866
2020,Hunedoara,230,267,497,407,64,64,128,103,244276,97785,377507,25.90283094,1.316531879,0.33906656,1.666148128,0.421654194,1.655598439,8755,594,17167,338,340,1262,28456,30.76679786,2.08743323,60.32822603,1.187798707,1.194827101,4.434917065,34250,1713,72045,623,765,2102,3.912050257,2.883838384,4.196714627,1.843195266,2.25,1.665610143,165300,29300,17.72534785,8.990982056,1082.009306,9041,5098,1098,48,416,317.7185831,179.1537813,38.58588698,1.686814732,14.61906101
2021,Hunedoara,351,433,784,677,94,74,168,140,236131,96519,367584,26.25767172,2.132845826,0.457038391,2.867052611,0.592891234,2.589884217,8985,599,19477,687,616,330,30694,29.27282205,1.95152147,63.45539845,2.238222454,2.006906887,1.07512869,35369,1888,87090,1487,1793,660,3.936449638,3.151919866,4.471427838,2.164483261,2.910714286,2,149400,15200,10.17402945,8.1078446,1032.734943,9130,6007,1145,48,450,297.4522708,195.7060012,37.30370756,1.563823549,14.66084577
2022,Hunedoara,530,619,1149,975,127,130,257,198,229391,94391,359224,26.27636238,3.198561343,0.71543104,4.250384714,0.86315505,3.913992384,8590,745,19218,679,648,283,30163,28.47859961,2.46991347,63.71382157,2.251102344,2.148327421,0.938235587,32449,2891,72731,1073,1711,364,3.777532014,3.880536913,3.784524925,1.580265096,2.640432099,1.286219081,149600,15100,10.09358289,8.776425962,794.853479,9141,6290,1145,48,457,303.0534098,208.5336339,37.96041508,1.591353645,15.15101283
2012,Ialomita,40,43,83,66,18,24,42,29,176823,152738,272221,56.10808865,0.304899328,0.154286407,0.373254611,0.164005814,0.459185735,103599,25327,95586,84960,4039,642,314153,32.97724357,8.06199527,30.42657559,27.04414728,1.285679271,0.204359023,288589,67714,312124,142347,7170,1842,2.785634996,2.67358945,3.26537359,1.67545904,1.775191879,2.869158879,99000,45600,46.06060606,12.58111267,697.8335813,3546,2643,1753,67,660,11.28749367,8.413098076,5.58008359,0.213271877,2.100887147
2013,Ialomita,60,96,156,122,26,18,44,42,175817,151533,270259,56.0695481,0.57722407,0.162806789,0.69390332,0.238884749,0.740030859,101064,22498,87902,62866,38950,1015,314295,32.15577722,7.158243052,27.96799185,20.00222721,12.39281567,0.322945004,454811,96919,537303,146681,106409,2465,4.500227579,4.307894035,6.112523037,2.33323259,2.731938383,2.428571429,97700,43500,44.52405322,12.89429932,599.7952604,3546,2643,1753,67,660,11.28239393,8.409296998,5.577562481,0.21317552,2.099937956
2014,Ialomita,34,58,92,83,16,14,30,26,174166,150296,268353,56.00682683,0.342832016,0.111793049,0.476556848,0.149282868,0.454625065,104771,28515,82478,50015,48925,1899,316603,33.09223223,9.006547632,26.05092182,15.79738663,15.45310689,0.599804803,472223,114890,543088,128773,141846,4395,4.507191876,4.029107487,6.584640753,2.574687594,2.89925396,2.314375987,95800,42600,44.46764092,12.2383728,837.839228,3503,2643,1753,67,440,11.06432978,8.347994176,5.536902683,0.211621494,1.389753098
2015,Ialomita,55,71,126,94,34,35,69,59,171779,148787,266076,55.91898555,0.473548911,0.259324404,0.547214735,0.343464568,0.732873314,104379,22167,89495,49089,49016,6079,320225,32.59551878,6.922320244,27.94753689,15.32953392,15.30673745,1.898352721,526357,101523,471954,107702,136217,13270,5.042748062,4.579916091,5.273523661,2.194014952,2.779031337,2.182924823,90800,37400,41.18942731,12.79813309,644.1746766,3782,2386,1753,67,530,11.81044578,7.451011008,5.4742759,0.209227887,1.655086267
2016,Ialomita,115,140,255,193,23,20,43,34,169257,147380,263588,55.91301577,0.967418851,0.163133375,1.140277802,0.200877955,1.130552225,103576,21221,75714,54203,59073,6319,320106,32.35678182,6.629366522,23.65279001,16.9328285,18.45419955,1.974033601,539668,105061,432887,135316,196476,16443,5.210357612,4.950803449,5.717397047,2.496466985,3.325986491,2.602152239,88700,32800,36.97857948,12.46119995,679.2813636,3696,2601,1764,48,597,11.54617533,8.12543345,5.510674589,0.149950329,1.865007216
2017,Ialomita,93,113,206,156,30,35,65,57,166321,145577,260795,55.82047202,0.789892444,0.249237907,0.937945299,0.342710782,1.039130351,100172,17255,85008,45097,63247,6412,317191,31.58097172,5.439939973,26.800256,14.21761651,19.93972086,2.021494935,600519,93857,711300,140605,203855,21042,5.994878808,5.439408867,8.36744777,3.117834889,3.22315683,3.281659389,88100,32900,37.34392736,12.07400894,684.3665138,3818,2453,1774,43,734,12.03691151,7.733510724,5.59284469,0.135565007,2.314063135
2018,Ialomita,113,138,251,214,38,46,84,74,163482,143340,257922,55.57494126,0.973162429,0.325679857,1.309012613,0.452649221,1.298842286,99253,15040,84190,45269,62757,8945,315454,31.46354144,4.767731587,26.68851877,14.35042827,19.89418426,2.835595681,580541,87143,779148,121017,187367,26494,5.849102798,5.794082447,9.254638318,2.673286355,2.985595232,2.961878144,88200,33300,37.75510204,12.50286255,588.8901341,3852,2483,1739,43,681,12.21097212,7.871195166,5.512689647,0.136311475,2.158793358
2019,Ialomita,88,110,198,165,53,65,118,86,161303,141420,255871,55.27003842,0.773827436,0.461169886,1.022919599,0.533158094,1.234997323,104948,18053,112242,49393,22687,7475,314798,33.33820418,5.734788658,35.65524559,15.69037923,7.206843754,2.374538593,557566,91203,835269,134738,51606,22318,5.312783474,5.051958123,7.441679585,2.72787642,2.274694759,2.985685619,89600,33100,36.94196429,13.35538025,474.9335733,3967,2553,1736,51,726,12.6017319,8.109962579,5.514647488,0.162008653,2.306240827
2020,Ialomita,63,97,160,137,25,34,59,42,159121,140112,253982,55.16611413,0.629965903,0.232299927,0.860980009,0.263950076,0.86226583,102076,15892,127266,43921,21193,6949,317297,32.17049011,5.008556652,40.10942429,13.84223614,6.67923113,2.190061677,166009,25708,302497,59927,42181,14078,1.626327442,1.617669268,2.376887778,1.364427039,1.990326995,2.025903008,88600,31900,36.00451467,13.78445892,484.5277704,4010,2417,1686,67,769,12.63800162,7.617468807,5.313633599,0.211158631,2.423596819
2021,Ialomita,119,115,234,208,39,47,86,73,156952,140276,251703,55.73076205,0.929667108,0.341672527,1.325245935,0.465110352,1.271339634,110092,18739,114255,58572,33780,5568,341006,32.28447593,5.495211228,33.50527557,17.17623737,9.905984059,1.632815845,548544,105863,959009,154710,130420,16492,4.982596374,5.649340947,8.393584526,2.641364474,3.860864417,2.961925287,73900,17500,23.68064953,12.21234512,693.3659535,4142,2474,1698,67,778,12.14641385,7.255004311,4.979384527,0.196477481,2.281484783
2022,Ialomita,154,233,387,315,56,91,147,114,155516,140565,250252,56.16938126,1.546441187,0.587407893,2.02551506,0.733043545,2.13384908,100375,16456,117527,58946,40046,8089,341439,29.39763765,4.819601744,34.42108254,17.26399152,11.72859574,2.369090819,460478,76861,538779,145958,105937,21019,4.587576588,4.670697618,4.584299778,2.476130696,2.64538281,2.598467054,75500,17800,23.57615894,13.34660797,285.1792133,4345,2488,1702,67,763,12.72555273,7.286806721,4.984784984,0.196228316,2.234659778
2012,Iasi,301,377,678,489,3893,2636,6529,5928,523792,417572,774124,53.94122905,0.875828679,8.434049325,0.933576687,11.31746953,9.309878004,31746,3201,100771,27234,1865,5423,170240,18.64779135,1.880286654,59.19349154,15.99741541,1.095512218,3.18550282,70965,6623,137765,29362,2747,4578,2.235399735,2.069040925,1.367109585,1.078137622,1.472922252,0.844182187,287100,96000,33.43782654,10.4815979,551.2248422,3332,2545,1603,230,387,19.57236842,14.94948308,9.416118421,1.351033835,2.273261278
2013,Iasi,285,324,609,467,5012,3426,8438,7755,528344,420049,778383,53.96430806,0.782391188,10.84042175,0.883893827,14.6779371,11.62281293,32053,3461,93946,27055,4899,2476,163890,19.55763012,2.111782293,57.32259442,16.50802367,2.989200073,1.510769419,98154,8971,403905,54389,9473,5253,3.062240664,2.592025426,4.299331531,2.010312327,1.933659931,2.121567044,285800,91400,31.98040588,10.39311727,663.8051913,4035,3148,1683,230,422,24.62017207,19.20800537,10.26908292,1.403380316,2.574897797
2014,Iasi,222,320,542,451,7641,5883,13524,12747,531446,423995,784596,54.03991354,0.690801381,17.23689644,0.848628083,23.9855037,17.92769782,38531,4431,98445,26259,10282,4098,182046,21.16552959,2.434000198,54.07699153,14.42437626,5.648023027,2.251079398,122360,11976,470541,51091,25885,10160,3.175624822,2.702775897,4.779734877,1.945656727,2.517506322,2.479258175,280300,87500,31.21655369,10.20750427,749.3165118,4168,3168,1683,230,439,22.89531217,17.40219505,9.24491612,1.263416939,2.411478418
2015,Iasi,367,462,829,672,4809,3164,7973,7448,531025,425938,788225,54.03761616,1.051730153,10.1151321,1.265477143,14.025705,11.16686225,37787,3804,96869,26633,6064,8395,179552,21.04515683,2.118606309,53.95038763,14.83302887,3.3772946,4.675525753,113838,9270,279856,44005,15252,13774,3.012623389,2.436908517,2.889015062,1.652273495,2.515171504,1.640738535,277400,76200,27.46935833,11.32427216,491.4450107,3957,3340,1880,230,492,22.03818392,18.6018535,10.47050437,1.28096596,2.74015327
2016,Iasi,565,724,1289,1059,3193,2271,5464,5043,528962,425592,789399,53.91342021,1.632887805,6.921721462,2.002034173,9.533766131,8.554609266,38566,3912,100483,25755,5920,5035,179671,21.46478842,2.177312978,55.92610939,14.33453368,3.294911254,2.802344285,139265,12352,365201,40398,11073,7144,3.6110823,3.157464213,3.63445558,1.568549796,1.870439189,1.418867925,276100,65200,23.61463238,10.94669342,747.0411757,3984,3351,1898,233,495,22.17386223,18.6507561,10.56375264,1.296814734,2.755035593
2017,Iasi,702,789,1491,1143,4296,3666,7962,6899,527029,425282,790952,53.76837027,1.885070143,10.06635042,2.168761112,13.09036125,11.95142057,34060,4310,91165,26180,10137,6255,172107,19.79001435,2.504256073,52.96995474,15.21146728,5.88994056,3.634366993,149796,16065,486253,67889,22449,11629,4.398003523,3.72737819,5.333768442,2.59316272,2.214560521,1.859152678,282700,65600,23.20481075,10.56526184,576.8536987,3998,3365,1915,234,500,23.22973499,19.55179046,11.12679903,1.359619307,2.905169459
2018,Iasi,805,1071,1876,1489,4693,3488,8181,7099,525743,424826,793324,53.5501258,2.364733703,10.3123062,2.832182264,13.50279509,12.6770399,34290,3426,90848,25546,11921,4071,170102,20.15849314,2.014085666,53.40795523,15.01804799,7.008148052,2.39326992,142498,13534,590948,60086,23963,10917,4.155672208,3.950379451,6.504799225,2.352070774,2.010150155,2.6816507,287300,66500,23.14653672,10.5601209,574.3454327,4007,3376,1927,235,505,23.55645436,19.84691538,11.32849702,1.381524027,2.968806951
2019,Iasi,862,1063,1925,1480,5785,4539,10324,8601,523143,422994,794935,53.21114305,2.421581639,12.98722537,2.829054389,16.44101135,15.40880701,36018,4787,97584,35196,6082,4830,184497,19.52226865,2.594622135,52.89191694,19.07673296,3.296530567,2.617928747,146955,16881,535020,106362,10606,8850,4.080043312,3.526425736,5.482661092,3.021991135,1.743834265,1.832298137,289300,65700,22.70998963,11.37377548,548.1356421,4016,3386,1937,236,508,21.76729161,18.35260194,10.4988157,1.279153591,2.753432305
2020,Iasi,840,991,1831,1451,3080,2603,5683,4607,519872,422938,796159,53.12230346,2.299791876,7.138021425,2.791071648,8.86179675,9.437813301,39990,4391,97726,35905,6344,5833,190189,21.02645263,2.308756027,51.38362366,18.87858919,3.335629295,3.066949193,121669,11725,225986,65521,10703,8711,3.042485621,2.670234571,2.312444999,1.824843337,1.687105927,1.493399623,288700,63100,21.85659855,11.70813497,559.7982812,4394,3561,2026,275,550,23.10333405,18.72348033,10.6525614,1.445930101,2.891860202
2021,Iasi,1461,1566,3027,2287,5049,4541,9590,7626,500814,425380,781532,54.42899331,3.873161943,12.27077074,4.566565631,15.2272101,16.14393269,48361,5733,106779,44834,9176,4984,219867,21.99557005,2.607485434,48.565269,20.39141845,4.17343212,2.266824944,225452,21828,633817,101669,21855,11050,4.661855627,3.807430665,5.935783253,2.267676317,2.381756757,2.217094703,260100,31100,11.95693964,9.897263845,621.3858865,4292,2632,1844,126,565,19.52089218,11.9708733,8.386888437,0.573073722,2.56973534
2022,Iasi,2473,2480,4953,3778,5323,4711,10034,8168,485369,428916,769973,55.70532993,6.432693094,13.03162578,7.783768638,16.82843362,19.46431888,42019,4298,107075,47034,10065,4551,215042,19.53990383,1.998679328,49.79259866,21.8720064,4.680481022,2.116330763,107631,11684,172735,60539,18955,6200,2.561484091,2.718473709,1.613215036,1.287132713,1.883258818,1.362337948,267400,31400,11.74270755,11.03528468,400.5041055,4435,2717,1865,126,616,20.62387813,12.63474112,8.672724398,0.58593205,2.864556691
2012,Ilfov,21,36,57,43,303,220,523,496,280953,227280,399617,56.87445729,0.142636575,1.308753131,0.15305051,1.765419839,1.451389706,18290,6015,7288,8495,2388,0,42476,43.05961013,14.16093794,17.15792447,19.99952915,5.621998305,0,52046,15364,12538,11502,3221,0,2.845598688,2.554280964,1.720362239,1.353972925,1.348827471,,168400,35500,21.0807601,12.16868993,705.8983071,1243,1196,746,25,197,29.26358414,28.15707694,17.56285903,0.588567662,4.637913174
2013,Ilfov,36,69,105,82,326,254,580,543,290845,233634,412405,56.65159249,0.254604091,1.406384501,0.281937114,1.866973818,1.660988591,19358,7005,10387,8543,4749,6,50048,38.67886829,13.9965633,20.75407609,17.06961317,9.488890665,0.011988491,80805,26058,48989,16560,11461,8,4.174243207,3.719914347,4.71637624,1.938429123,2.413350179,1.333333333,165900,33600,20.25316456,12.4554877,667.8275432,1400,1154,725,12,218,27.97314578,23.05786445,14.48609335,0.239769821,4.355818414
2014,Ilfov,56,77,133,100,246,239,485,445,299059,239048,424388,56.32770012,0.313392462,1.142822134,0.334382179,1.488000696,1.456214596,18343,5952,9799,10248,7634,187,52163,35.16477196,11.41038667,18.78534593,19.64610931,14.63489447,0.358491651,74025,20549,52443,19138,19144,444,4.035599411,3.452452957,5.35187264,1.867486339,2.507728583,2.374331551,170700,32500,19.03925015,11.93338816,929.5860561,1445,1156,726,12,220,27.70162759,22.16130207,13.91791116,0.230048118,4.217548837
2015,Ilfov,77,97,174,145,172,149,321,296,307692,244672,437626,55.9089268,0.397599777,0.733503037,0.471250471,0.962000962,1.131102814,18521,4668,11080,11569,7388,213,53439,34.65820842,8.735193398,20.73392092,21.64898295,13.825109,0.398585303,78412,16655,47324,21093,16167,297,4.233680687,3.567909169,4.271119134,1.823234506,2.188278289,1.394366197,175100,28500,16.27641348,12.66590319,637.1400662,1448,1165,727,12,231,27.09631543,21.80055765,13.60429649,0.2245551,4.322685679
2016,Ilfov,78,136,214,177,246,211,457,407,317506,251600,452460,55.60712549,0.472969986,1.010034036,0.55746978,1.28186554,1.483004022,18374,4555,11233,11347,8022,321,53852,34.11943846,8.458367377,20.85902102,21.07071232,14.89638268,0.59607814,76387,17169,48464,21780,20389,448,4.157341896,3.769264544,4.314430695,1.919450075,2.541635502,1.395638629,185800,24800,13.34768568,12.16837993,738.6068399,1449,1168,730,14,238,26.90707866,21.68907376,13.5556711,0.259971774,4.419520166
2017,Ilfov,114,162,276,207,299,307,606,533,326729,258346,467049,55.31453873,0.590944419,1.297508398,0.633552577,1.63132137,1.888452818,18220,4058,10538,11519,10181,139,54655,33.33638276,7.424755283,19.2809441,21.07583936,18.62775592,0.254322569,83430,16410,65131,28594,22760,234,4.579034029,4.043863972,6.180584551,2.482333536,2.235536784,1.683453237,191100,24900,13.02982732,11.69161425,810.3997115,1452,1169,732,14,240,26.56664532,21.38871101,13.39310219,0.256152228,4.391181045
2018,Ilfov,124,181,305,246,243,259,502,415,334174,263681,479467,54.9946086,0.636123028,1.046995935,0.736143446,1.241868009,1.683118963,17978,3776,10754,10806,11890,146,55350,32.48057814,6.822041554,19.42908762,19.52303523,21.48148148,0.263775971,76811,15306,81913,23410,28478,173,4.272499722,4.053495763,7.616979728,2.166389043,2.395121951,1.184931507,200000,25200,12.6,12.30715139,649.0636099,1454,1174,734,14,242,26.26919603,21.21047877,13.26106594,0.252935863,4.372177055
2019,Ilfov,137,182,319,260,309,338,647,534,337737,266701,486195,54.85473935,0.656115345,1.330741781,0.769829779,1.58111193,1.986857125,19060,3826,11992,10542,7529,135,53084,35.90535755,7.207444804,22.59061111,19.85909125,14.18318137,0.254313918,87661,15881,75520,27886,15701,239,4.599213012,4.150810246,6.297531688,2.645228609,2.085403108,1.77037037,206700,25000,12.09482342,13.07589882,579.27344,1437,1171,736,14,238,27.07030367,22.05937759,13.86481802,0.263732952,4.483460176
2020,Ilfov,127,151,278,215,203,176,379,311,343762,272403,495375,54.98925057,0.561191017,0.765076962,0.625432712,0.904695691,1.326267979,18171,3670,12218,9964,7718,165,51906,35.00751358,7.070473548,23.53870458,19.19623936,14.86918661,0.317882326,60943,10289,45016,20498,17197,557,3.353860547,2.803542234,3.684400065,2.057205941,2.228167919,3.375757576,209500,24000,11.45584726,13.47070794,598.9994899,1428,1168,737,14,239,27.51127037,22.50221554,14.19874388,0.269718337,4.604477324
2021,Ilfov,186,248,434,347,315,322,637,503,361605,288453,524634,54.98175871,0.827243373,1.21417979,0.959610625,1.391020589,2.041423164,23398,3202,15501,11454,10524,104,64183,36.4551361,4.988859978,24.15125501,17.84584703,16.39686521,0.162036676,118042,14927,87554,24119,31975,238,5.044961108,4.661773891,5.648280756,2.105727257,3.038293425,2.288461538,205800,12400,6.02526725,12.01691959,739.4148882,1418,1172,733,14,237,22.09307761,18.26028699,11.42046959,0.218126295,3.692566567
2022,Ilfov,289,301,590,465,317,378,695,579,380083,304247,555220,54.79755772,1.062641836,1.251756061,1.22341699,1.523351478,2.314397896,19107,2942,11818,11353,10362,18,55600,34.36510791,5.291366906,21.25539568,20.41906475,18.63669065,0.032374101,83904,11829,37877,23661,28479,33,4.391270215,4.020734194,3.205026231,2.084118735,2.748407643,1.833333333,212400,12500,5.885122411,13.13697895,351.5091362,1420,1170,733,14,238,25.53956835,21.04316547,13.18345324,0.251798561,4.28057554
2012,Maramures,139,171,310,239,50,28,78,73,327183,202474,475696,42.56373819,0.651676701,0.163970267,0.730478051,0.223116727,0.815646968,2901,236,18080,687,0,0,21904,13.24415632,1.07742878,82.54200146,3.13641344,0,0,6935,462,48910,680,0,0,2.390554981,1.957627119,2.705199115,0.989810771,,,202100,75900,37.55566551,7.498170055,973.4216478,5024,3097,660,19,271,229.3644996,141.3897005,30.13148283,0.867421476,12.37216947
2013,Maramures,164,210,374,292,45,41,86,74,325686,201861,473346,42.64554892,0.790119701,0.181685279,0.896569088,0.227212714,0.97180498,2726,543,18721,682,5,0,22677,12.02099043,2.394496627,82.55501169,3.007452485,0.022048772,0,7508,1301,68536,745,5,0,2.754218635,2.395948435,3.660915549,1.092375367,1,,201100,71700,35.65390353,7.725189764,1016.516315,6351,4633,671,23,221,280.0635005,204.3039203,29.58945187,1.014243507,9.745557172
2014,Maramures,123,150,273,227,65,52,117,104,324001,201293,471651,42.67837872,0.578817812,0.248064777,0.700615122,0.320986664,0.826882589,2734,525,18734,728,0,0,22721,12.03292109,2.310637736,82.45235685,3.204084327,0,0,8733,1339,72546,973,0,0,3.194220922,2.55047619,3.872424469,1.336538462,,,199400,69100,34.65396189,8.769466331,1001.483225,6511,4659,708,23,221,286.5630914,205.0525945,31.16060033,1.012279389,9.726684565
2015,Maramures,139,191,330,288,75,65,140,128,321227,200548,469623,42.70404133,0.702691308,0.298111464,0.896562244,0.398472109,1.000802772,2975,600,18786,757,0,0,23118,12.86876027,2.595380223,81.26135479,3.274504715,0,0,9781,1417,51217,618,0,0,3.287731092,2.361666667,2.726338763,0.816380449,,,195700,59900,30.60807358,8.299616588,967.1549373,8842,5132,817,52,314,382.4725322,221.9915218,35.34042737,2.249329527,13.58248983
2016,Maramures,204,262,466,403,89,80,169,137,317627,199846,466979,42.79550044,0.997903546,0.361900642,1.268783825,0.431323534,1.359804188,3011,631,19525,852,1,0,24020,12.53538718,2.626977519,81.28642798,3.54704413,0.004163197,0,9858,1849,68861,1266,1,0,3.27399535,2.930269414,3.52681178,1.485915493,1,,190000,51400,27.05263158,7.711151678,1098.981797,8842,5132,865,55,314,368.1099084,213.6552873,36.01165695,2.289758535,13.07243963
2017,Maramures,197,285,482,410,106,87,193,174,314034,198876,464464,42.81838851,1.037755348,0.415532743,1.305591114,0.554080131,1.453288091,3081,660,16786,850,14,0,21391,14.4032537,3.085409752,78.47225469,3.973633771,0.065448086,0,12275,2114,102779,2442,34,0,3.984096073,3.203030303,6.122900036,2.872941176,2.428571429,,192700,51900,26.93305656,7.522557484,1155.820171,9778,6092,1016,28,325,457.1081296,284.7926698,47.49661072,1.308961713,15.1933056
2018,Maramures,241,309,550,457,186,144,330,285,310703,197672,462135,42.77364839,1.190128426,0.714077055,1.470858022,0.917274696,1.904205481,3599,700,18810,853,13,0,23975,15.01147028,2.919708029,78.45672576,3.557872784,0.054223149,0,14841,2306,116240,2288,38,1,4.123645457,3.294285714,6.179691653,2.682297773,2.923076923,,194300,52300,26.91713845,8.409020996,1029.855907,10326,6067,1038,55,327,430.6986444,253.0552659,43.29509906,2.294056309,13.63920751
2019,Maramures,210,238,448,376,177,146,323,273,307593,196498,459937,42.72280769,0.974046445,0.702270094,1.222394528,0.887536452,1.676316539,3103,742,18514,1020,11,0,23390,13.26635314,3.172295853,79.1534844,4.360837965,0.047028645,0,12356,2106,87946,3863,24,0,3.981952949,2.838274933,4.750243059,3.787254902,2.181818182,,196600,51900,26.39877925,8.604613148,962.3849468,10365,6082,1032,55,327,443.1380932,260.025652,44.12141941,2.351432236,13.98033348
